,text
101822,@TheEllenShow he's also easy on the eyes as well.  you're awesome Ellen
420823,"@jtothe9 very nice! cannot afford them though, no matter how good the price is "
274610,"Pw is very nice. Kinda cloudy so not too hot. Decent turn out, lotsa teens. Got my ndn burger and I am all set.  Jingle up now."
30312,Consoling myself with some red wine and organic dark chocolate after #Pens loss 
431800,off to play golf with my wonderful husband who took the day off...kids still in school 
5213,My feet hurt SO much from work 
90940,@taylormosher http://yfrog.com/02z9fj i WISH i could be there. is it LA ?   nice weather over there. here in germany it rains tons 
145022,is not looking forward to class and work tomorrow. 
237518,"Is sad that New Found Glory tickets sold out in London, if i wasnt in a lesson i would have some  Gutted"
516908,"@amrithallan yeah.. trying to do that.. deactivated a few, lets see.. "
96035,"@StylishWanderer i might freak out if i met MKA too. acutally, i probably would "
154526,@SheilaRod Sorry Sheila. I still love YOU though 
480165,@hot30 hey guys i love ur show  bigzy is waaaaaaay better then tim ;)
33348,missing my hubby 
67567,@tabibonney idk about &quot;stylist&quot;...but I can see what I can digg out my grandaddy's old stuff. He used to dress like a reject temptation. 
127937,"Frustrated with my hair; it looked good after the beautician got done with it, then I just had to go and take a shower "
219951,Had the longest walk home from school EVER! 
93711,Movie night got called off!  Now what am i going to do tonight?
324657,"Hello, Hello Twitter Nation! Have a happy &quot;HUMP&quot; day! "
74305,@yoko71 the gecko pic isn't working!! it won't upload onto picasa which i am using to make the collage  have any others?
206077,@CatherineHaines Yup. 
232486,"@nikolina100 hahaha no it's not his fault  I'm sure everything else is, though. Right?"
479591,@poshpantspaddy morning 
307394,Wish I had a gf! 
388834,blushing since chuck porter waved to me 
221159,mad @eBStAR1 cuz shes not gonna be in NY for my bday 
277943,@ricmcd Haha..they took my vegemite off me when I went through customes in Sydney! Hopefully I can get some here somewhere 
9644,Today has been boring.... Havent hung out with roni lately so i might do that... graduation was funn! and sad 
160643,"@Tiffzeroseven  Makes me sad, I missed your tweets."
329775,"@emargee @euzie @MrsPBoutique buses are bad, @rah_rah is making me garden from a bath chair though "
146360,oh i forgot to do this before! thanks @heymarijuana @DJ_PrinceAKIM &amp; @sassieondupris for the follow friday recommend 
70171,@JackSavoretti The link in my email news doesn't work-leads to blank page. I'm  sad because I can't get to download 'Song for a friend' 
253919,@emilyselby .. get me some 
117761,I had to wake up and start my wifie's car.. geeez.. 
385313,getting some clothes bby! 
78651,I'm sick...and I feel like I'm dying. Swine Flu Karma. Shouldn't have made fun of it.  #fb
129655,@Beverleyknight Get urself a nice cupa tea &amp; get James round to give you a hug!!  (I think thats his name!) x x x
474865,Good music is best with a dance partner  fuck it!
377697,good morning 
151587,@KimKardashian Yup...I had hair just like yours and cut it all off last May - twas the BIGGEST mistake of my life....don't do it. 
287290,"Oh my, I want to get married so badly- want to have a wedding. But right now we are trying to find an apartment, so it will have to wait. "
520074,My graduation day... And i feel like a failure... 
521574,...sorry slow on the tweets past few days ... Ur regularly scheduled tweet master is ill 
275064,@blackharu777  Clean Me!
301938,Led in bed going over synapses and titration 
145664,"@aotten thats nuts, it looks like you live on a volcano or something massively high...Douglas is pretty murky, for a change "
179862,"waiting for good news, while preparing for the long business trip in Merano, BZ. good night "
227712,Really want to go to Midnight Youth Tomorrow!! 
174042,Waiting to check baggage at charlotte airport 
63352,@mileymadjaz Can I ask her what? 
492736,@JustBeingMolly http://bit.ly/4i69Vt  Nick having fun! 
481492,Nothing like a high school graduation to make a guy feel old. 
113676,"Oh, did I mention, going to see Little Boots tonight "
54815,watching london ink with my dad and sister. i really want a tattoo. 
511288,"It's sad, my house hunting notes consist of: Out of budget, Super out of budget and insanely out of budget "
310848,"@Wardywanderer ta for article - interesting read......as u said, it's a puzzle at the mo  x"
274491,my man @soul_lathe  tweets long well informed political commentary and I tweet about diet and food. Somehow I feel vapid and inferior... 
186019,Happy birthday @justinbrighten  Hope it's a good one.
105941,Sitting at home with a very sore knee unfortunately. 
381013,@Zdoll9 nooo! I wanted some! 
467956,Firemen are my kryptonite 
298117,"Morning tweeps, hope you are all sunny and happy,  Where r u all, in bed sleepn or smethng - it's 8.30am in the Burgh - x"
5778,Playing on the computer while my Mom entertains Mason. Gotta love Nana! Thanks for the break Mom 
37130,"@PinkPeonies Yeah, you don't have to with nasturiums, but it helps  Caution - don't like transplanting - be VERY careful when you do."
153699,@JonathanRKnight well i don't have an ark but i can get a boat meet me at the beach i'll be there soon 
487880,@beyondbeeton thanks 
242211,"@dream0176 Me too, it sux. "
9159,just picked the most gorgeous bouquet of Roses.  and now listening to Christina Aguilera's Candyman&lt;3
287548,Emergency waiiting room tryna see my little sis  mom says she hasn't been able to sleep without me in the house. DAMN MAN 
297967,@NewburyAS will be looking at your website and hopefully join 
90332,So i hurt my wrist again tonight... Stupid bats! 
189028,"@mikegentile pleasee come to brazil, please "
480825,good night everyone 
370765,"@davenavarro6767, happy birthday, mang. You slayed in Toronto, btw. "
2976,"Feeling quite low today, gah "
462967,"no really, ow my neck "
409369,i have to study for my P.A.T tomorrow! 
456078,Uggggh hate my age...!!!Wish i was older  want to go to Oxegen ;/
298298,@tommcfly IT WAS AMAZING TOM! THANK YOU VERY MUCH FOR THE BEST SHOW EVER! ENJOY RIO  xx
380966,i think i'm the only tweep left in boise that has NOT met @wendiegoneferal IRL. 
391144,@raluxa gz on the PR 
368878,tired as hell. have to get up early tomorro 
208063,"ugh, i want to so badly.  *sigh* es la vida. @stephenFerosh i'll make you scream"
461214,@Ronnie_j  Well you gone then and get that.  #4.0
465278,"RSpec feels so wrong. Hiding my agility under a mountain of widely distributed tests. Oh, well, not my project "
132388,I got a lovely rose yesterday... It's the most beautiful rose I ever seen 
336019,@JessMcFlyxxx hi hun i see your poorly  xxxxx
436831,Just got back from PENTECOST! I PRAISE GOD i remembered the scripture  and didn't freak! THANK YOU GOD!!! 
144451,@charlotterich Bravissimo do shirts for 'curvy girls' but they're expensive  I hate it when my buttons pop open! Inappropriate or what?
282710,Listening to Bono _ U2 - gr8st band in the world - Bono rocks 
467275,doesn't want to go back to 6th form tomorrow 
122273,Oh no! I lost two followers   not twitting enough...need to...tweet more...lol
210078,thinks that he should have gone out tonight 
312902,"@BeejiveIM not showing up for me, still no update  apple, argh!!"
33428,"has put on a DRESS today! Going out in the lovely weather soon, to celebrate the constitution day and listen to bagpipes "
229230,Trying on clothes 
66881,On my way home from Tanger Outlets!  then off to jane eyre
345662,"Hate it when it's late, I'm tired, and I can't sleep "
297314,@_cristina_  thanks!
248845,hey what up. my pool is still being fix.  but is get there which is good. thanks 4 reaching my followers goal.
399365,@LucasCruikshank I know right! i am sick of all these reality shows but i cant stop watching them but the are so corny its funny! 
467149,@BessRogers Wish I could've gone but being under 21 kind of stopped me from going. Hope to see you some other time though! 
54916,just off to pub for bit of a cheeky drink and some grub 
526158,why doesn't the A ever run express on the weekend? 
192398,@julia_xxx offending 
302749,Gonna meet @mytechnewsinfo later tnite! Finally get to meet him in person! 
444155,Is so tired....already! 
368966,"Back home now from guildford had a wicked time there , going back there again in september "
155099,Heyy everyone. Today is my boo's Prom 
258599,mac n cheese.. pizza.. then donating  hit me up! 
98636,@piratesmiles yeah i totally ended up loving so notorious 
498755,@delanstar thanks for the reply 
43778,@earthtokeri haha. Ill come up and hang out one day 
10763,@Duckie_Brown I can't sleep!  Why your not sleeping?  Your Bed looks soooo comfortable I would be jumping on it right about now!
343661,so lina and i are chatting... she has 2 assignments i have 1.. due last week  anyone else see a problem?
160953,@xennyeh very sad and haunting. an image I won't soon be able to forget. 
99720,finally got rid of the dark cloud hanging above her head.  why so serious?
208965,"@SplinteredBoard Yes, that's what I meant. Just got rejected from North Denver, evidently I'm too far north   Looking for another group."
149137,I will never travel without a flat iron again 
95704,Washing up 
181381,The worst thing about merging is how time consuming it is 
345634,grabbing a few things and then off to LZ's 
225153,@sheb57 all done and what a fab thing your doing  xxxx
493173,"Join me &amp; twitter friends, July 11th Hyde Park for a TwitPicnic  see http://bit.ly/twitpicnic for info. Oh &amp; RETWEET!"
225232,@RANRU YES LADII BREE IS RANRU'S SISTER FROM ANOTHER MOTHER 
425282,@MystaKool I want to sleep too 
246783,but my lil sis beet me to it  
295382,WOAH! That was my 100th update! :O Was nothing special. 
61042,@Day_Dreamer30 LMAO... NIght 
295980,"@SagakureVK hopes you don't get sick.. but then again, you have Pureblood ability with an iron stomach.. you're going to be okay.. "
210424,"@brydiekennedy, selena demi and miley  SHOULD BE IN A MOVIE TOGETHER!    omg poor heidi!"
404495,damn... P!nk is too good... Just can't stop listening 
274967,currently reading before going to bed 
485006,"Obama needs to stay the hell away from yours, mine, and our money!  we need less gov involvement, not more."
497992,i miss my baby 
135628,@onchmovement folllllow me 
328705,I'm at work 
169575,"@NickkkJonasss Please pray for my brother Michael. He's 20, still in a coma for a month after a mortorcycle accident and on a ventilator "
221479,"@yoko71 oh k i am going with my friend who is not so much an anoop fan, so i might have to skip the din. but i'd love to meet you all!! "
34447,@hwhardana have a nice flight! Titip doonggg 
152195,@twospotgobi - thanks for the reply. Of course it doesn't really explain it  I googled it but found no explanation.
42393,"@laurreennnn thanks...yeah that's what i'm thinking - plus i looove the teacher, her class is killer! "
504147,needs to get ready to go shopping! my god this weekend has been utter shite 
270810,"@sarahje Yeah I am, it's just annoying. "
198684,"@nevenmrgan When using flickr, images are not displayed inside tweetie "
357865,@jeddimkins bahahah id advertise it with fat people 
73051,I want a Mac.   .. Haha.
418287,oh no! if I can't get the State Fair website to cooperate I might miss the photo contest entry deadline!! that make me sad 
504993,"@uvagravesgirl,  I will eventualy."
107346,@MELierace 7 days until hellllll! 
425482,@RachelMcFly oooo haha! we should just keep tweeting him until he replies. even though i doubt he will  haha
334950,@im not going to have any visiting time  we are exchanging/returning wedding stuff today
206309,@longpour lol. gotta get to beantown! It's called... a Fenway! 
407782,"Busy day, lots learnt, lots done, lots still to do.  I'm also a little happier, life is good again "
493667,@RadicalRuby182 quidditch where? When was the last time i saw youuu? it has been so long! im coming home this sept but only for a week  
68324,"one of the opening bands is covering I Kissed A Girl. It pisses me off, cheese stick stealing whore! I wish you'd choked on it. "
399891,i cant sleep its to cold 
514726,Uugghh  ... cloudy again 
498328,last day of lessons at bradfield ever omg  bring on half tearm then study leave and NO revision for GCSE ahahahah xxx
416887,"@calebfinley haha Thank Goodness it will end! I know, I miss you, too! Sorry I couldn't make it Friday, but we need to hangout soon "
505833,"@Cyril_K_Lewis Hey heyyy! Man, I'm sick fool! I lost my voice  Been at home allll weekend! What you been doing?!"
224900,OMG - anyone watch Greys??? How's that for a cliffhanger? Btw I stumbled across a cliffhanger today  such a disappointment!
486399,"@ru10yrsago wow, they drank your mtn dew...I was gonna jack that  lmao"
368829,"@_brenna, she's playing in London tomorrow  I wanted tickest unfortunately couldn't get any. "
244552,is stoked on life 
484656,morrrning. time for school. (: time to learn! 
513523,@karijobe I like encouraging tweets!! and the profound ones  LOVE your music 
250063,Anyone else want to help me @reply jack with my booty shorts  I'd love ya forever &lt;33   http://twitpic.com/5chcy
410719,@Magic899 how can i join the contest? i know you got random numbers but i wonder... can i just give mine? 
124475,"@freeeky no, that's just how your mind works, dear "
449494,just woked up i was so tiired ..  .
224289,@Taddy69 punished?!  Sounds sinister....was it by the Tweet Police? 
419707,listening to green day's live album...reminds me of the night billie joe armstrong booted me in the shoulder while i was on pit duty 
86433,is catchin some rays 
241552,Busy day today twitter-ettes 
277738,I need a plain white tee 
444200,i really dont wanna do my physical fitness test tomorrow. i have a fantasy of how i am still in shape and its about to be shattered..... 
421328,going to work when what i really want to do is hang out with @besskretsinger  come viiissiitt meee!
450428,Ah water in my ears 
15566,"@damontucker Cool, just shoot me your q's and I'll help if I can.  "
103017,he LOVES me sooo much yall 
128327,@sara_buzz DOH ! MAC is too expensive to be left on trains  I'm just so self conscious when I wear red lippy. Paranoid android !!!
256085,@suzannewilliams Big thank you for the super nice tweet. Hope your friday went great  Smiles ~
274091,@krisgreen65 v good thanks. just watched coach trip ep 25  Looking forward to our &lt;s&gt;lunch&lt;/s&gt; coffee with brendan on tues!
111273,"Really want to get to work, but feeling really lazy.  #pyggy"
163826,@TimP103 Awwww...   come on... I have less than an acre and a push mower... uhm... it takes 45 min front and back...
415644,Graduation in less than 24 hours. Definitely getting emotional. Glad to have my baby with me 
478438,@elizabeth_rose LIZ GOT TWITTER LIZ GOT TWITTER!!! now everyone go twitter rape her 
38573,"@viktoriaamarie Aweee da babyyy!  it's okk, once ppl see we starred in a movie together we'll defss get more followers ;)"
45086,There aren't many things sadder than seeing the house you've lived in for a year empty 
31464,@dollonamusicbox you are a special child. Special child of mine. 
364096,@siskita http://twitpic.com/69hdb - Cute  So you know exactly how much coffee you are drinking! (Sort of.)
169016,"BUT, have cut my hair, started a diet, am getting a personal trainer, and my daughter wants to go swimming  I'm definitely feeling better!"
467364,Everybody just went home. And I'm still here. 
114662,@Artandmylife whoops forgot my 
499445,wooooo free day 
315214,@ircq hahahahaha it was funny though 
424565,Happy Mother's day! Going swimming in the bay. It is still a training day. 
325460,@teddye3 @lincoln_gu @wonton916 
121823,@NixiePixel perform acrobatics and a hapsicord solo for the Queen. 
60164,"@NancyLoo shhh, It's just Walter J. "
486472,"have to make lotties birthday card, and beckys. and katies! ima do them all today  i do like to get creative waheyy."
522210,I'm enjoying my lazy day. If only they could all be lazy days 
57880,"Just had some cake, really good, i know its late, ugh determined to finish my project by midnight, I highly doubt it though! "
171181,@DSmiles save some enthusiasm for my babies. Lord knows when I'm having some. Old people 
235094,Ok the thunder is scaring me 
303513,Somebody talk 2 me.... 
80448,Twitter me not  lmao
168345,@lauraajanee no problem at all  he was so close and waved at me once when I yelled BABEL!! he's gorgeous in real life :O
375826,so I woke up 30 minutes ago in so much pain and can't seem to be able to go back to sleep  doctor at 8 and work at 9 blah
474387,@JiJi87 well i just mean.....dunno. I wanna go home 
14685,"@TwilightNewsMan No, it wouldn't let me save it cuz I don't have pro. "
186201,@SteveOGallagher ooh that IS a good song!!  
68554,@fizz Really? You like? You happy? That's cool.  
310327,Holy Burritos! I don't want to go to church..  I want to sit at home and... get fat. lol.
195225,@coreysurber What time? I'm off work at 7:30-ish. Might have to stop by 
92544,@PlayMyShhh trying it out.... 
268295,"@irvingreid good that the festival is on, too bad that you guys won't be there though "
489171,is upset he could not host the North Korean family. 
97734,Really sorry to everyone....please forgive  xxx
182570,"when i just complained about the time passes so slowly today, it increases its speed without knowing..... "
270343,I hate when progress meters go the wrong way. 
61533,Ahhhh saw more HP &amp; the Half-Blood Prince coverage on TV. Sooooo exciting :O 
93981,Playing two online scrabble games at once. I never thought it would come to this 
215560,Woke up this morning and realized we are out of beans  grumpy now.
423595,"@badjokeoftheday Hey , what's the bad joke of today ?     "
162762,Some superb tracks over the years - more respect  ? http://blip.fm/~79zoe
207283,It's Amazing http://bit.ly/5zOwB  / Makes my heart sing / Now it's up to you  #teaparty #tcot #gop #sgp #tporg
523037,@jaymelyn525 so so I always get a migraine after the opticians 
333231,"Sorry, @titleofshow. "
108035,i want loads of things...for my birthday...but i know i cant get... 
414289,"Bummed. Show was great but got bad news have to visit a good friend in the hospital tomorrow, then the night got weird. Sad "
500923,somebody asked if i flashed my teachers to pass in school 
33865,@funimation so when will the next part of school rumble be out  please tell me cuz @_MAXWELL_ wont FEED ME so i need something
8528,Morning you lot 
212515,@benpatrick90069 for sum reason it doesnt allow you to sign the petition! 
356135,"Was wondering why Tetris was a TT today - happy 25th, Tetris!! I've played that game A LOT over the years!! "
32754,"atm only 43% participation for the eu parliament elections, poor performance europe  "
397211,@HollyEgg I sense a news story in the making: in economic crisis elopement becomes more attractive and financially feasible. 
141037,@rachelbatch hit up Edd. He's there now. Not sure he's left the free wi-fi by the pool though...! 
159059,"@petewentz or maybe a singer too! I dont know if i can sing, I think i sing good for me. But most people walk away from me when i sing "
139586,http://twitpic.com/6a1gs - Jolien and me on a hot sunny day 
170669,I also think I might have caught @girlindustries cold  Damn you office!
200358,@BHampton63 Thanks for the love. I'm missing LA 
429183,"@pibby the video is perfect! Thanks again, talk to you soon "
284078,Made it safe to 'Da. The computer I have access to is slow and has only 256 MB of RAM. 
36208,i am bored. 
257125,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....
255775,Sitting in traffic on our way to the Tappan Zee 
69491,I am loving my new shoes. L-O-V-I-N-G them  Just wish my legs could match their beauty...
501840,im really pissed of rite now 
370225,New userpic! Hooray! This should be helpful to those of you meeting me for the first time next week. 
123067,it came out blue 
476415,@ChrisEfs how was it? am jealous  x
325614,"@QueenRania you are a true inspiration, you are my role model, thank you for every thing that you do... i love you so much "
404186,@louisebernander Nice... I was gonna come but you were already finished 
334608,After a false start I finally have my own online store  #fb
56354,My eyes are burning from chlorine 
368044,Forgot that i caught peaches pick. Yay! Neck hurts tho 
197068,is hopin to see her bubbaaaa 
131810,"Ugh, school  i hate coming early and just sitting at my locker."
480531,"@mwilton13 never made it to the beach. Got a call that Aidan had to get picked up sick about 2 blocks away, then had worst weekend. "
309686,@evejuicyj can u give me a huggg 
53070,"@28parkave well done you! I need to do my measurements, hope you have a good day "
187540,Completing another tebuild of a pc before getting my head Dow to do some work 
4827,Oh and I found out that my I580 cell phone won't tweet. 
119613,"@CMGeekCrissa  can't you try and find a babby sitter, at least for a few hours?"
503175,@sims2 @ilea02 Just to say that I liked your show and hearing Maggie talk about her kids and Rachel about the Hawaii trip. 
188711,@Vianessa and its only going to get better!! 
68569,@TamaraSchilling Great!!!  Don't want offend anyone.  Well at least not the people I like. 
154709,@xokristin ohh  im sorry.is your math exam tomorrow?
494746,Has a sick little girl today. 
2368,jus finished runnin in this 100 degree weather 
454436,"@JordanPaigex Heh sorry, not trying to rub it in! Sucks about your game "
149818,I really want to play sven bomwollen! But it seems the internet hates me and I cannot for the life of me download it! Angry kitty 
458254,"Another disapointment, was meant to be travelling to Iran today. Visa problems yet again. "
434779,Sooo... i think i may be getting my very own mac book tomorrow! also going to see UP tonight! and it should be super cute! i cant wait!! 
252538,with my sister. 
527933,@josenorato August! so not too far away 
135862,@JustinMGaston you are beautifull 
74289,Ok all...it's 3 a.m. and I'm going to try to fall asleep...good night/morning 
122676,Got the new update for I tweet is so effin cute! 
338052,@Kat_Lauren y didnt u 2 call me??  quenna fone kept goin str8 to voicemail all day
513514,@jamie_oliver U r making me drool. Love folks who r passionate about &quot;good&quot; food. U should post a recipe for your fans. 
105807,Glad to hear I'm not the only one who lets the lawn thirst.  My neighbours have putting greens for lawns.   Boo~!
325191,@Dr_Share_D all good tweets R always welcome to me! see you soon!!! 
402113,@kingofthegayz long as you don't act up! 
374447,http://twitpic.com/7j0ub - one of those random lunch dates after our thesis preparation/meeting thingie 
20818,@ameonna10 Haha. it's like being tagged. 
103050,@ralx idk  hahah
341479,@XRayTiD it is gay.  There isn't one near me. PA sucks donkey dicks. &amp; I wanna say &quot;awww&quot; but you're unfollowing the awwers *pouts*
122735,@jeepersmedia hi mike did you hear the farrah fawcett died 
423815,Cancelling a ride in the gats due to heavy precipitation 
127726,Snuggling is my favorite 
435522,2 hours of 5-a-side football tomorrow... can't wait! Dealing with lack-of-sunday-league-itis and no more footy on TV 
256104,@exmk Sounds like time you went to bed after ALL that PC cleaning up.  LOL
193702,@KristinaLibBib Oh honey.  I had all four wisdom pulled (impacted) when i was teenager -- i still remember the horror!
285436,@Irishcreamy don't be sad....  Yo'll find new friends...  
292507,i got to run in the shower. update you guys later.  take care.
277339,@uselesscah @jubakerr HAUSHAUSHUHUSUA @TOMMCFLY REPLY ME  MY TWEETS ARE SO FUNNY.. RISOS
278923,@iamjersey: go for a classic...like surf ninjas  seen it like 8 times and it still rocks
332530,Today is going to be a great day!! I feel it!! I'm sending good vibes out to anyone who wants to receive them 
466609,@Pasupuleti thanks for the help dude I will contact u if any help is required 
222737,@SILENCEiSPEAKS ill put it on twitpic 
185491,@princessbutterc prison break rocks. Have to get back into it again. Going through a CSI phase just now 
218130,Wish I had an mp3 player for walks. 
65497,im on MSN.i met really amazing people 
509984,"Dammit. Spoke to soon, http://bit.ly/H5rn4  - Back to the heat and high pollen this afternoon "
309817,sore throat 
377467,"Sleet, snow and frost forecast tonight in some parts of the country! It's June! "
404645,@JayMcGraw You'll be come a twitter pro in no time! Save some cookies for us! 
56166,Getting in bed with a guilty pleasure to console myself for having to wake up at 645 tomorrow 
62792,"@ZindelaYentl lol. Yea, they need some loving. Ha ha, cool man. "
186816,@NaNaTheBEaST I need to hear ur gorgeous voice!! 
38621,"Im playing hooky from work today, my voice is really gone tho so im @ home today "
458501,http://tracyandersonmethod.com/ yes. endorphins for orphans!  love how she donates proceeds from &quot;connect&quot; to charity
83115,I love going to bed in a clean room 
364504,@Chrissyisms I always enjoy reading others drunken tweets @jjblue5 
504998,Not wanting to go to work 
116847,Just washed my chihuahua's paws in the sink after her walk...looked like she was tap dancing ! She didn't like it 
39090,@genejm29 Thanks! You're a *star*! 
179603,Wats wrong wit my stomach?!?!?! 
338470,Im so happy Conan is back 
235470,at home cleaning...and then off with Ben 
527487,@punkdoggy very nice!! yeah i was in Cancun about a month ago! there was so much to do there...I miss it! Hope you had fun!! 
342819,off to my brother's wmass baseball game  goodluck michael!
291152,@AnnaTarkov haha... that is &quot;peace&quot;.... 
436202,@Lovely_London I know 
224633,"I really hate sleepless nights, especially when you have to get up in less than 4 hours "
506183,"Working today, and tonight....booo  Kinda nervous for Grad on Monday..."
256883,@xtinendencia Haha! Anytime! Just text me 
232473,Going to the beach with my  big  sis 
483386,fucxx its Brick outside 
35802,"@ayapapayajb i know it's so sad  and @BlaiseLeone I HATE YOU WITH A BUUUURNING PASSION, well really i love you. but words cant describe"
50315,Is his last day of camp tomarow  just as soon as he got used to it...
175131,"@FROactiv I'm all about uplifting. Its not alot of that going around, so it feels good!  But I'm a Capricorn "
350750,Goodness me! A few days offline &amp; I come back &amp; find all these lovely new followers! Hello &amp; welcome to Kerry Greyhound Connection (KGC!) 
244927,feel like crap 2day  I guess I just need 2 pray I am in Church
342702,sad that less than 2500 ppl have signed up at http://www.saveturtles.my/ to help efforts to ban turtle egg consumption  Have you?
508540,@SingmySorrow i have for itunes.. i can burn you the itunes copy if you want 
372522,@katarin THANK YOU. Hdu Adam Lambert 
427069,"stressfull day, tired of it takin 3 hrs to get to work and 3 hrs home damn these buses, need my car back "
441020,"@elitejmr Your welcome  Success is the sum of Small Efforts, repeated Day In and Day Out. Have a Successful Week ahead "
318511,@patkiley4 well thats no good.  
110019,good morning everyone! hope you al have a lovely sunday!  (and i do hope it doesnt rain tomorrow :|)
311953,"@indieconch ha, pre-date. Trying to get ready, just about to leave the house, quick WC break before leaving while listening to tunes "
364719,Ooh it looked hot. Jacob looked good in that and Kristen looks gorgeous as always  i wish I was kissin her lol...
214574,"wow. csi used to be show, still is just haven't been keeping up with the thing "
151405,I am thinking about what i am doing... and then ill write about it here in this little box 
259502,@iusher Have you been in touch with @andyfield r.e. Ofsted looking at Learning Platforms? His school inspected two weeks ago. 
492902,@timandnorah lol that im crazy and i always want it my way and if i dont i get pissed lol 
525276,john is only twitterin from the shitter...and Quikcheck 
345828,@StephenMulhern gonna miss your fab show!!! loved the old guy who got shocked everytime u mentioned the queen hahaha he's cool him  ..
487948,gained another 1 follower after losing 3. 
415490,"@bksmith LOL. Sorry. I love when typos make a new concept.  For a moment, I really thought it was Sixth Sense kind of book. "
354758,Soaking wet walking in the rain 
527124,"just watched susan boyle's performance, she's wonderful no matter what "
372402,Aaaah pleeease end alreadyyy it's tortureee I have nobodeeehhhh 
400086,"going to extoggery with mum, "
251682,Is drained from her slumber on the couch     i dont wanna note
274552,"Amazon launches Elastic Load Balancing, Auto scaling and CloudWatch.Lets party  http://is.gd/AWaj http://is.gd/AWa9 http://is.gd/AV0d #ec2"
312550,"@Asynjur must live in a blackhole!  I've been eyeing different flavors lately, cause i'm waiting for my SLUSH MUG to arrive "
158933,"Wow. that blog took me 2 hours. i bet i've missed loads as well. anyhow, best day of 09 has been blogged about "
339268,Wondering why my new photo says it looks nice but doesn't show up on my twitter profile??? 
27610,going to the hospital to see my neice  i'm excited!
1682,@willfarnell ermmmm make sure you empty the filing cabinets first! 
207768,@shutupshayla Why was your order cancelled? 
477106,n the middle of watchin Wall-E for the first time...sad bc i just found out a friend from hs passed away - cant finish Wall-E now... 
255218,Follow! @realtonyoller&lt;3 
17782,@rosslarocco surprisingly we don't have a DVR 
391523,@route66fan I LOVE spoiling my rats. Food an playtime just never end 
202947,is stressed now... stress stress stress... STRREEESSS  It's all gone tits up... I need my people.
468386,"Dear limo driver and people waiting on the limo, IM SORRY! ooft "
221509,@christophermoy dammit. i wanted to party it up with @anamenudo in your guest room...  lol
436777,"woo  - i just went for a drive! oday i was on BIG roads like main roads and crap. not like, major major... http://tumblr.com/xyp21pqsr"
55206,"@TerrorBoy we have a Mac but no CS4, hmmmm... "
103897,"@RickWilcox good excuse, blame the children. BTW we are having another girl "
101697,Battling an epic guardian. I need a life. 
99472,Goodmorning Twitterland!!! Hope everything's good there!!! 
502285,@LLAmos I'm sorry to hear that 
131957,"@pixelmehawaii Dang, if Ward was still open I might have had a chance at the free ice cream! Windward is far, far away.  Menchies?"
436289,Rise &amp; Shine.... 
232525,@hellokittylei well I was trying to check up on you all day yesterday and never got a response soooo . . . . STRAAAANGER!!! Lol miss you 
110204,"&quot;Out greatest glory is not in never falling, but in rising every time we fall.&quot; Confucius. "
502166,I'm losing my voice. It's really inconvenient when you're trying to yell at your kids. 
219220,so so tired. giving up on the idea of gilmore girls after an hour long heart to heart with my dad. i miss him when he goes away 
230990,@thatiusstatic oh really? aw thanks hun 
75088,Today might be a great and wonderful day. It depends on you.    
281779,Gah im hungry someone bring me food!! 
120713,@euskir you are welcome 
446391,"really, really, reeeaaally wants to see Ida Maria at Necto tonight. "
178293,Goodnight everyone 
433710,At Em's graduation. 
256070,@sweetteach81 well thats all that matters as long as you love what you do then you'll be happy 
407827,"WELCOME, GLAD YOU MADE IT SAFE!! IM ANXIOUS 2 HERE THAT SEXY VOICE!! OF URZ!  (323)-974-4342(CELL) OR (818)-403-6230-HOME HOLLA @ YO BOY!!"
103350,where are my parents? 
403527,my best sale ever - http://tinyurl.com/carbonsteelpastacooker - free shipping plus free gift..  You know you want to look..  
99342,@mitchelmusso fly me over to Cali and I will be there  aha!
76423,@RealRobBrydon I'm eating some golden syrup flavour porridge 
357549,Woo! CT scan finished  yesss...now gotta put a freaking clip to the tragus piercing..my doctor was Asian!!&lt;3
246845,@anggeh yes.. very.. its always like this now^^ &amp;&amp; yes i have facebook 
135629,"Just returnes from a birthday party. Had a blast with my friends  Now, watching Bones 4x21 w/ Stephen Fry as a guest star, yay!"
232768,At my house with @Megzakarockstar about to study some shit for school. Graduation on Monday 
337954,@b3tamike Did you get my voice message? I need my glasses desperately 
332551,Worst birthday ever 
406740,Watching a fam movie... True lies! I am so happy to b home from tour and to c my baby w/ flowers for me when i got off the bus 
212228,didn't pass the most difficult exam.  reading &quot;twilight&quot; in original... again.
494172,I'm bored jajaja no one connected. 
420498,"anybody want a roommate? i need to move out asap, i hate, hate, hate living here "
467522,: i miss my family  happy father's day dad &amp; joseph!!
164697,"im lonely  keep me company! 22 female, Duluth - Minnesota"
195018,Assigning XML &quot;id&quot; attributes to paths in InkScape helps when exporting to other formats if you want to fine-tune afterwards 
20932,meet me in st. louis is on...but the channel wont come in... 
494852,Think I only got about 4 hours sleep last night. Meh 
247068,@milwaukeeseo - Thank you 
253178,What? The rapper from aesop rock is white. He has such a deep black man voice though. 
69889,@kelly960 he'd have been more than welcome to come along 
350970,Good morning Tweeters hope everyone has a blessed Sunday. 
469559,@smaointe18fly well I didn't understand what you were saying now I do. I have to think about it. It's the money I don't have 
107418,Twitter-ing via PLAYSTATION3. 
69045,I miss you 
