,Unnamed: 0.1,Unnamed: 0,questionID,questionTitle,questionText,questionLink,topic,therapistInfo,therapistURL,answerText,upvotes,views,split,dollyAnswerText
10,10,10,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,Michael GreeneTherapy That Focuses on Root Causes,https://counselchat.com/therapists/michael-greene,"People who feel worthless were, in one way or another, were told that they are worthless. This is the lie that they are living with. The work of therapy is to help people see their true good selves. This gives them self esteem.",0,39,train,"That is a very complex question that not only will require you to look into yourself, but also your surrounding and the society that we live in. I would suggest consulting a therapist and ask them to help guide you through this."
11,11,11,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,Janna KinnerFlourish Christian Counseling,https://counselchat.com/therapists/janna-kinner,"I'm sorry to hear you're feeling this intense emotion of worthlessness.  I'm glad to hear this has not reached the point of suicidal ideation; however, it does sounds like you could use some additional support right now.  I would recommend seeking out counseling to help you challenge the negative beliefs you have about yourself.  Although many types of therapy would be helpful, cognitivebehavioral therapy has been shown to be a good approach for this type of struggle.  A CBT therapist can help you identify your negative thoughts and beliefs, figure out the ways your thoughts are being distorted (for example, allornothing thinking, or discounting the positives about yourself), and reframe your thoughts to be more positive.  You might also consider EMDR therapy, which helps the brain reprocess traumatic or distressing memories and helps you move forward with more positive beliefs about yourself.  Best wishes!",0,38,train,"First of all, I wouldn't call yourself worthless. Most people wouldn't consider you that, but it's a subjective opinion.

Next, you can change your perception. Try this to help you think of something else instead of how you feel worthless:

Make a list of all the things you like about yourself.

You can focus on positive qualities or aspects of yourself such as your smarts, ability to make friends easily, your ability to be more calm in difficult situations, etc. Once you think of some qualities, try to focus on those instead of your weaknesses. If you can think of something you like about yourself, focus on that instead of what you dislike about yourself.

It can be easier said than done, but try it and see if you can do it! It's always good to to practice being happy and try to keep that in mind.

Good luck!"
12,12,12,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,Anna OwensLicensed Professional Counselor,https://counselchat.com/therapists/anna-owens,"It sounds like you may be struggling with depression. Depression can make you feel overwhelmed and paralyzed to change. I would suggest that you connect with a provider who can help you get to the root of where the worthlessness is coming from and help you develop a plan for recovery. In the meantime, small steps can go a long way. Selfcare interventions such as journaling your feelings, mindfulness meditation, and regular exercise are all helpful to reconnecting with the present moment and gaining internal motivation. Focusing on one day at a time and bringing your thoughts back to the present can also be beneficial. There is hope!",0,30,train,"First, try to put your problems into perspective. Think about how you compare to other people. Also try to remember things that make you feel valuable, e.g. your strengths, your hobbies. Remember also that you are not the only person with issues and that others have it much worse than you. Try to imagine that you are not the only one, and try to see other perspectives. This may sound very vague, but it is really the only way to make yourself stop thinking about your problems all the time. It may take time, but try to do this every now and then."
13,13,13,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,Jeanette Razo-GonzalezLittle Steps Giant Leaps,https://counselchat.com/therapists/jeanette-razo-gonzalez-2,"I'm glad you are interested in changing your feelings of worthlessness. Visiting your doctor is a great first step to address your lack of sleep. First, you want to make sure that you are physically healthy and that there isn't a physical condition causing your problem with sleep. Changing your feelings is something that is difficult to do, especially on your own. Make sure that you have someone you can trust and you can talk to about how you feel. This can be a friend or a family member. If you find that there isn't anyone you would feel comfortable talking to about this issue, find a therapist close to you who can help. One activity that people have found helpful in feeling better about themselves is keeping a gratitude journal. You can do this by journaling daily about the things that you are grateful for. There is no right or wrong way of doing this, as long as you focus your journal entries on the things you are grateful for in life.",0,107,train,"I want you to know that you are not worthless. It's hard to always be resilient in these situations and sometimes you feel worthless, but you are not.
We have all felt worthless at one point or another in our lives. It's how you respond to that feeling that defines you.
It's important to take deep breaths and remember that you are not powerless over your situation.
It is very likely that if you spend time thinking about how worthless you feel, that will cause your brain to release ENDORPTION HORMONE, which will in turn make you feel better.
Endorphins are natural pain killers and they are produced in your body during and after a painful activity. 
They are usually too soon named ""acetaminophen"" or ""tylenol"" after the brand names.
They help regulate your body's pain and discomfort in the short term.
Getting a massage will also help release endorphins and help you feel better.
Trying different activities/dogs/plants to help ease your pain, like trying ground turkey instead of beef to lessen the stress in your colon, or laying on a henna tattoo session, would also help get your mind off of your situation.
Keeping a gratitude"
14,14,14,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,"Bill LeavittOffering you help in dealing with Anxiety, Stress and Depression",https://counselchat.com/therapists/bill-leavitt,"You have
several things going on here. The sleep should be addressed with a primary care
physician to rule out any physical issues. Sleep is the big reset and allows us
to function in the day. What happens during a depression is that our thoughts
race and it is as though our “brain won’t shut off.” Medication can help with
this. I also use a Pranayama yoga breathing technique called the four
fold breath which has great usefulness for relaxing us  and often does work quite well with allowing
us to sleep.. You can read about it here:    https://billleavitttherapy.com/breathingtechniquesthefourfoldbreath/Your
thoughts on feeling worthless to everyone fall under a heading of thinking
error in Cognitive Behavioral Therapy (CBT) known as overgeneralization. In CBT
thoughts lead to emotions, so we are going to pick the statement apart and then
reframe it. First list
the evidence that contradicts the thought. Has anyone in the past made positive
comments toward you? This might be hard to recall if we are in a rut, but at
some point in life we frequently have had some positives expressed towards us
by others.  “Everyone” is an absolute. The
specifics on why you are thinking this need to be addressed. How are you
arriving at this conclusion? There may be specific people that we want more
validation from. Or specific people might have made offhand hurtful comments, (such
as a family member, teacher or coworker) but if I extrapolate that to a global
and think that everyone thinks I am worthless, that thought is not rooted in
facts.  
What are
the Pros and Cons of thinking this way? What are the Benefits and Costs? There
are very little pros or benefits to thinking this way. It’s just going to
continue to tear you down and make you feel bad. So can we reframe the thought
about the situation? Is there another way of looking at the situation? Again,
we need the specifics on how you are arriving at this conclusion, and a one on
one therapist can definitely help you with this, but the thinking that you are
using to arrive at the conclusion needs to be recast into a more helpful
mindset.",0,115,train,"Dear loved ones,
You are all extremely valuable to me. It's clear that you've brought out the best in me. I know I can count on you to reach out to me when I'm struggling and to listen to me vent about my feelings. You've also taught me how to trust my instincts and that's huge because I was so wary of being able to rely on myself growing up.
I know I need to get moving and make changes in my life that benefit me. For now, I want to start by taking care of some household chores that are weighing me down.
Thank you for being there for me and learning with me."
15,15,15,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,"Amelia Mora MarsHi, I'm Amelia. I help overwhelmed, stressed out teen girls and women find peace again.",https://counselchat.com/therapists/amelia-mora-mars,"Hello, you sound like you have so much on your mind! I am relieved to hear that you have never tried or have contemplated suicide, but not being able to sleep, feeling worthless, and like you shouldn't be here are big issues that need addressing.Please get around to counseling.  Having someone to listen to you is a gift to yourself. You deserve the help of someone helping you change your feelings of worthlessness. You have not been able to do this alone. It's time to reach out for help.  You can do this! Best to you!",0,98,train,"Consider volunteering or get involved in school or your local community. Being involved in a community helps develop connections and build relationships with people you might not have gotten to know otherwise. The relationships you build during this time will help you later on in life when times get hard. By volunteering your time to a cause or a school that helps others, you will help change your mindset about the people less fortunate than you."
16,16,16,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,"Marie O'Meara, LCSW",https://counselchat.com/therapists/marie-o-meara-lcsw,"It sounds like you are having some pretty severe depression. Depression can cause insomnia, and make a person focus on their own perceptions that they are ""worthless"". It is important to remember that other people may not truly perceive you as worthless. This is the depression talking.  I think that it is extremely important when you are this depressed, to sit down and write down some positives about yourself. What are your strengths? What are some positive things that your have done in your life? It concerns me that you are having suicidal thoughts. It sounds like now is the time to act on the idea of getting some help for yourself. If you feel like you might actually take your life, I would recommend that you go to a hospital emergency room, or a mental health crisis clinic right away to get some help. The most important thing right now is to keep yourself safe. If you are feeling like you are not going to hurt yourself despite your suicidal thoughts, I would recommend that you focus on finding a therapist as soon as possible. I don't know what your situation is in terms of insurance. The back of your insurance card should inform you how to obtain mental health services. There are also low cost services available with such places as Catholic Charities, and others. Your local county mental health agency should be able to refer you to some appropriate places. Good luck. Remember to identify your strengths, and the good things about yourself.  Marie",0,1380,train,"Just keep on keepin' on! This is something you should feel proud of. Don't let this define who you are, what you can do, and how you treat yourself. You are not worthless, and you can get through anything if you stay positive and stay true to yourself.

It might be hard at first, but you can start by exercising every day. Get a dog or a pet, take a hike or a walk. You will learn a sense of happiness and belonging.

Take a good look at the people that really make you feel worthless. Try to recall who they are, and try to understand their issues. Then try to be like them. Remember the people that helped you the most in your life? Try to be more like them. It might not happen overnight, but keep trying."
17,17,17,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,"Adriana DyurichCOUNSELING, WELLNESS, AND CONSULTING for for Moms, moms to be and their children",https://counselchat.com/therapists/adriana-dyurich,"You can, for sure... and the first step is to believe you are worthy TO YOURSELF. Recognizing you are in a quest is already a big first step. Taking the time to start figuring out who you are is definitely the next... do so with SELF COMPASSION and kindness. Know this is a process and just look forward for what you might find.  I do recommend you find someone to talk to (there are many options out there that can fit the situation you are in), and I also recommend you start by giving yourself the importance to invest some time and effort in this quest. YOU DESERVE IT. There are some excellent TED Talks you can google, great books you can read, or even joining a yoga practice, team or some kind of hobby may help. Anything that shows yourself you are worthy of this effort. Have patience and start!!!! the answer is out there waiting for you. Asking these questions already set you on the right path.",0,60,train,"Everyone struggles with life's circumstances and I don't expect you to be perfect, but there are things you can control and things you can't control. The first thing you can control is you. You need to make sure you are taking care of yourself. You have to focus on eating and staying hydrated, exercising, meditating and spending time with people that make you feel good. This will help your brain realize that you do exist and that you are not worthless, but just your own unique self."
18,18,18,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,Heather BradleyHelping you heal from trauma and live meaningful lives,https://counselchat.com/therapists/heather-bradley,"Oftentimes we can change our feelings about ourselves by building a better relationship with ourself.  It sounds like there is a very critical aspect of your self that is alive and taking over.  Sometimes when we are stuck it is because a part of ourselves, a way that perhaps we learned to cope with difficult situations earlier in our lives, has decided to run the show.  Like a highly critical part that may actually be desperately attempting to protect us from a past hurt. Slowing down and even forming a relationship with this critical internal part will help you get some space from it.  When we can begin to observe parts of ourselves, be curious about them, get to know them like a new friend, then we have room for other ways of being.  Beginning therapy could be a great way to change this feeling of worthlessness.  Beginning to build a better relationship and understanding of yourself will deeply influence the relationships around you.  This first step may feel hard, to reach out to someone, and it could be the beginning step to a path of radically shifting your relationship with yourself and others in your life.",0,83,train,"I am sure that everyone experiences low points in life, which is why meditation is really important. Meditation can help you ground yourself in the present moment and focus on the things that you can control.  One of the things you can control is your thoughts. Thoughts, as simple as they may be, can have a big effect on your feelings of worthlessness and can lead you down a path of self-hatred. It is possible to stop yourself from believing these thoughts and even understand that they are completely false and anyone who says otherwise is 100% lying to you. The fact is that everyone is a valuable and loved human being. The feelings of worthlessness you may be experiencing come from an absence of understanding, rather than any deficiency of your own. Meditating and looking at inspiring quotes can really help you shift your perception on things and believe that you are capable of achieving amazing things."
19,19,19,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,"Grace BrooksCaring, Kind and Experienced",https://counselchat.com/therapists/grace-brooks-2,"Feelings of worthlessness often originate  from what you learned about yourself when you were young. Improving your self esteem needs focus on that original message from parents, teachers or siblings that may be suppressed.  Most of us need help to uncover the ""lie"" because you were born valuable!",0,146,train,"Being worthless is a mental health diagnosis that many people suffer with.  Learning what causes this feeling can help to reduce the feeling.  There are 3 main reasons that I've learned cause this feeling: CODA (Coding your life to someone else), ABF (Admitting blame for feelings) and Avoidance (avoiding things that cause feelings of being worthless).  Learning to identify which of these are your issue can be a great first step to getting healthy.  Here are steps to identify what causes your feeling of being worthless:
1)  Understand your coping mechanisms
2)  Understand the CODA and ABF causes
3)  Understand how to reduce the Avoidance
There are many great resources available for learning about these feelings and how to reduce them.  Here are some resources to get you started: 
The CODA model 
https://www.nickbrown.com.au/learn/coding-your-life-to-someone-else.html
Admitting blame for feelings
https://www.nickbrown.com.au/learn/admitting-blame-for-feelings.html
Avoidance
https://www.nickbrown.com.au/learn"
20,20,20,0,Can I change my feeling of being worthless to everyone?,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",https://counselchat.com/questions/can-i-change-my-feeling-of-being-worthless-to-everyone,depression,Debbie Gottlieb,https://counselchat.com/therapists/debbie-gottlieb,The feeling of being worthless is caused by your inside being not matching your outside result. Your comparison to others and you thinking you need to be someone other than who you are. You are not worthless. No one is worthless. You need to find your worth and not let yourself talk yourself out of the good you find in yourself. I hope these words resonate with you and that you start looking for your worth even if it’s as simple as I am able to get out of bed and call someone and make a joke.,0,87,train,"It's not helpful to just think about this, or write about this in a journal. You have to do something to combat this feeling of being worthless.  You can't keep thinking like this, and that's exactly what you're doing. So the only option is to do something about it.  

The first step towards changing your mindset is to take a step back and realize that you're not in control of everything.  You can only control what you can see, and what you can change.   So next you need to take a look at the things you can see that are causing you to think this way, and change them.  

So you have to understand that everyone is not going to think the way you want them to.  So that you can accept this fact.  So your next steps will be to accept that everyone else is different, and make your own decisions based on this.  Understand that you are not alone, and there are many others who feel this way too.  

I think about this all the time. I wish there was something I could do to stop this feeling."
